0,FID,ogc_fid,no_1,no_2,nama_sppg,nm_ka_sppg,kecamatan,alamat dap,sekolah,alamat,jumlah_sis,jam makan,keterangan,tanggal_op,Latitude SPPG,Longitude SPPG,field_15,geometry,No,NPSN,Nama Satuan Pendidikan,Alamat,Kelurahan,Status,Kode Wilayah,Jenis Sekolah,Kecamatan,Alamat Lengkap,Country,Coordinates,Address found,Latitude Sekolah,Longitude Sekolah,<img>
10,database_sppg.11,11,11,2.3.,SPPG Kec. Cicendo 03,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",TK ANGKASA 3,"Jl. Dakota No.27 Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat 40175",119,9.15,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),,,TK ANGKASA 3,,,,,,,,,,,-6.8942651,107.5714995,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUMshk7v7XSfVvZ4-ME1vmJA_RUAdhSnugw00XIg48sWNGIZq7WoK9RkormR5IVsUbRJDA6lH3QeIYmiO_Kv2vi25Vdja2tZ-X7QMQdaH5XA4mwqhWvNrZsL3Yere4YnDBDPBxdgDMRLW9AQKwZQAX2CWgJ9Vhv8Tkfgtj2E-AS4ajU96dM6HkP3XDj6N_JwfdrZO2WnjbXiHAosseC2korRoEj6y5jUhpgcH-wUj7D6Wd61HSCGW37KWT3HgSDcMivooN5JCSqtzj19pGVGE6HNjrJbdk-16TQxF5CevrmNtNXU9guAS70QvN2rP8PwDKAtwx2DRI_yQFYd9DdNxbpOg4ATSFfYEa6iGnpwT05I8BgPjG0GEOWv12aECvPpdHI3KLQV5s5fl_XDQd4pGSVlKz3bgwrC862iRD1hu5veSl_OE0AafU29DOOSlbGBbh_CxIiPUG55wYQE_4MNS0TLM7ni5gtD0c9ID_WUmoQlAmTHyc5XK_jdNW4IvJrlLjNgW5V5BittOV-BNLbLGQ_vZO9fdGWqMvfrG1NbL4dGIjl1Bn3rcUhJ0kLnY7WvF17nF_ngFmg-A&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
11,database_sppg.12,12,12,2.4.,SPPG Kec. Cicendo 04,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SDN 171 LANUMA,"Jl. Sukawarna No. 3, Pajajaran, Kec. Cicendo",164,9.15,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),,,SDN 171 LANUMA,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWGaUVplCosMT6rFuiyLJodZ_I_7xfYxQ4ZyBrlcLj5SUXyhTLVj-jo6SZB31sVXJnXJ3zMW9iu4tpLylGb0wY1eOLAh1JZE_wnFdZQtl4WFoYPNyEgMo49n8HwbMx4LK4xm2aW0XYkGtKz-u-PJeePD9Zxt-lbOnycRW-PWJHIDoISLEPWd7MzBSbdxRQ5MbZYvmN4FQcWCbAGB2nppRgZ3ACeXy0Haw1HPWz1YPJ5EBKtow4MRLwr_zi2nIKm4YtIWHkCEqz7AFK85hJrWBJ1B7Sdvo_kvYm00cKaeeElo4wUyrwuyDBwuI64CvPjw5pdrB4vHM4bLselOQLl-Hs4vyiSnhmcV5VMyiG0iXp8XUxOYN53nZQqHXz25Moup0l7w_45wQwrU2h1aD3I7OdQVdKO5Z7m7eZgD2qdjDrKr7oRtWsFTYw1zY21XMMw07w_aTD4AyQzCYpU8IdyFwbfJS63RP27z23SpzQNCg3mRTDI9hiwIGv_SGggEpbuqojvH7k__memGgw8UIRVivv88MGzUYsoUV2gaTrD7vNo5xe377F9qsmMVIfZGqi_VphsI9pM&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
12,database_sppg.13,13,13,2.5.,SPPG Kec. Cicendo 05,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SD ANGKASA 1,"Jl. Pajajaran No. 150, Pajajaran, Kec. Cicendo",313,9.15,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),3,20219534,SD ANGKASA 1,Jl. Pajajaran No. 150,Pajajaran,SWASTA,26019,SD,Cicendo,"Jl. Pajajaran No. 150, Kel. Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.905765499999999,107.5861993","Jl. Pajajaran No.150, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",-6.9057655,107.5861993,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVvC46Jsywn8yQGJ8une2RUg5y0K_HbmPhDZTWVdVdkRFLR1kSoP6W6TIcnZMAVZzTweayPHkDPGbNkTYcKSL92FJlAx2C1aV-IN3kRTC0j50XPPgCOHeLPsL31zUJ4Hus6P9PXb3pGRKzW0ns_QfK_JVh7PH3e6IL5bQPJ9HWGg8lZHESoQDNi5Fvk27syYl9I_ea3T4puIgndNx7L3LdnegHD-mhGAe0AwisyVF4N4zq8UIYX3TEhE7QMyWITJYtWHMQgmpYQzM84tnSkcw2nEettTIMl25CtI41V9FA5JxJiFnLjV7hk6w1-CJyLSp-baCPdkMKY0zkP2YwyLAZGYMTMvnzF2GRQtxf6uOSDH_ZtLHp-GjM0j2XGSdyyV5qQagAfgVnpSt05yr2r8u_wJeZTOXM039a4RtJqVlYVVM9zBHJ7u9cKBPnQN_O7qVd1kIiQfZNkpUCYMMtJLCn1eXZ5ozbFtJG_YB6v9pvvsnnnsvo7mvx1GvFl0lraLUUMmrsL_K2bj83xXacdkolIfQVIE38c0lvIkEagDrnGq-wwxzD7j0j32ODiMoHpMvj7XGIxhnU92mjxYf8B-ZLEvZb9EA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
13,database_sppg.14,14,14,2.6.,SPPG Kec. Cicendo 06,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SD ANGKASA 3,"Jl. Suparmin No. 19, Pajajaran, Kec. Cicendo",232,9.15,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),4,20219542,SD ANGKASA 3,Jl. Zuhri Cik Deri,Pajajaran,SWASTA,26019,SD,Cicendo,"Jl. Zuhri Cik Deri, Kel. Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.885059,107.6192639","Jl. Tubagus Ismail, Kecamatan Coblong, Kota Bandung, Jawa Barat, Indonesia",-6.885059,107.6192639,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfV9ZyTImWLVF-IfTqqccePA2HwfWqN0qCOJf9mz-cQZTqTv_T3AZPKdzDjAqvIZYk-rOGKDOO4eE7Kt09qXs7ZjTeP21-I4bm4LOmL0NXD9lEc7MNVLaTAVcvMDRnjSWLJJwSXNPwipHu6TfwbiKLe0D8dxZ5JrzKb4birwTVzHWODuI1qnl4cc9ujnr7OodPOXQD_L6Vxo68PFB7k4oZwHCaakI5agsXAQgnm2c_gYG1fVac5uu6xXT4iVlSG2_eMoKlKJu03JDFnylMshrlZ73Sb4CmoEdcRO0XKh-pGn57YvaNIb1aJdQQwt1NJxBemfF5YZPgkOG_2kq6VfdwfBJSJCDYa584EAd6jGCFhAwOsoD2w6KQsIUKN3QDdtctdpiBFHsOkFKMSDgvfy-4_5cwzWZ045GPRm9oIW3FaXE50xP7cU7gQPEOpY_P6RxadVbvtp_jDl7AVaVY9sYkhwIAAAvtzRQzccJG3UiIF62C8tOgUBVqGwe6gRFVF6Jbws_AGKAEbi40t3rQKodieCO13oJJgc1XdxVop_xhdcRy6sbgsOPvE6s_pQol4-KXTtj5Sl&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
14,database_sppg.15,15,15,2.7.,SPPG Kec. Cicendo 07,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SMP ANGKASA,"Jl. Pajajaran No. 151 arjuna, Husein Sastranegara, Kec. Cicendo",286,11.3,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),,,SMP ANGKASA,,,,,,,,,,,-6.906478,107.5868097,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXxsaKmVc6iF0euYVde1rQhgHuFLtom7XaCjv27mD_oSB706r8FATXI6CPK1TneoRdHFbjNCV0TmUAFQvLaUpmMXq6oMIpewIzMox89q3HjnE8f01UYLsPX9T4Q8E2YXo0ajyqtOvsGbaeOWAGe4IQaZyGsRWVOF4-qH6ltLt3xkQB42sApdgVaxmd-8Hg1GSFNzVCFfxaWZsF__eesawQ4OGfUISqSF59P7qggclgaPcsXUdJYOEpFg1gDbmzDUeuerbVRmI9uGepvxhxRTkfo_cKb2_Qr_Ps1DFa-iP5X2UiR8DBBYSqvIymT5hbSzD31quT_RMXHdj9l_u3AV0RC9E-DMAcx7I4KfrWXUcB4vVtKYimBn22ABSqXKPzZJay-8jYi33JMUDcIGWBe3k1MWhpvt0lgPdFA5suP8h5DC2Eexo3tDoYImZAZQcpFDs7Xnc-AH7-XEnzrbnLsiaqLRLtgE1Z69sDttH42Hl8WtyKNUMXdy74mGFH45SeYT1uxpaXDjztDhLo3wu3rnQggxZDuo0HxT_ko1B9rnhm2C9Oj66YMAs6SX5UV-wo_h017F7WwAnhdtQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
15,database_sppg.16,16,16,2.8.,SPPG Kec. Cicendo 08,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SMAN 9 BANDUNG,"Jl. Suparmin No. 1A, Pajajaran, Kec. Cicendo",1210,11.3,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),2,20219324,SMAN 9 BANDUNG,LMU I SUPARMIN NO. I A BANDUNG,Pajajaran,NEGERI,26019,SMA,Cicendo,"LMU I SUPARMIN NO. I A BANDUNG, Kel. Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.897619,107.585903","Jl. Suparmin, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",-6.897619,107.585903,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWzY2CK_mslSpxYvXD_GfcZQyBRkj0ty3l0DShedfIJqOF9cZ3a3rjCmV6kmQ5H8ksUWaBgPXR0n_U9I38r7ELAGne9Y19tWXV4ifF7__mPMo2cFvB1iC4kkaqVdjjAZRpddgIdNKzaR6XqP-ysrJLJx6qxdV5qv0TUWrCdW5ez_AU_Mxtz-1TB-TGnfvP9q6lCfz7yzoNY8h7axTZg_Vu_kGCWoqMeV9x2Zip2fCmpshhsOXXSXULj_0WKWOQ8JjI0mJKOlRAw1KVOvN06axMy8ebjK_fjOJXcUOK2ol1859asUUAqW17SDmkz2Q8AJ7CVqJxXpi11gDHGTHNr1q4M7YifaWIW5U3mkSFV4PB8b7lnBzjsJ_9DhhlknYKIVuWB3ne9Mqt1RSsgnamgLhA2HzU8P9CP5mdVmnN_I0502LM-cwfic63e6CMh8PHGhOSnZ11PjXlnUt1ZQF5iQ5VtO0OuZmIxMNEqvsZ7A2G79wWLWbtaccxWWWCPVzbnx1R6O_1jW8xW08ieZqyRzs1NJD5ROl88jK0QnWS8W1gjco28Tr0BMUBZux-Itmg99W_aYQuWtFGHAw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
16,database_sppg.17,17,17,2.9.,SPPG Kec. Cicendo 09,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SMA ANGKASA,"Jl. LMU Subagio No. 22, Husein Sastranegara, Kec. Cicendo",821,11.3,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),,,SMA ANGKASA,,,,,,,,,,,-6.9057587,107.5827397,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWtf9rYLAi-JkftHN0xGE_I3pKOwiafTKvH0BHCsQGznlmWxuHtzd7ywtf1Mvdq81aAW8zpBQ9jN-XWCqrpHioOCCzMJDCS2ib1YhS4ZtCRhqxIb0I3xT--D3TEkKKIKkuzjmz5BB0W25zewz1OP2CHKKe7YU9iZnD4ArzeUZ99WVOEUcvKYXXJoJ5IXw8SoyvPv85vXH-uI58w1trK6s-TfwV0NPDXKqZwFFNPjKsiB3ZrD6kqgPxzL2CHz5zYCMjhz2NkQPrJU54s1OIURFaQT9nHVdywCXOvZMuRAy3e_ONVwkaG4vvUoV1cz3_oE8oWnRE3CXtajfBBds5tPXWDaqG4jUPKZdNrW9APEF_8YfJhJn08uiJePFmXyoMmCRmJ2fb4qVIsWngUjCMGrJv1ByukRyJtYdCuINqECZ3z4P5g2UILcrDoG7JOB8YOg74Wzjy_irsRQ7cjtOxzVtaK_JUPMhJTsu9DTnp28HvBcdSLiqjvjZ0T6lPUca0jqj4rPbSrpSklqcGN-0a9SAZkPlqAz56fvUilHTcGlBT0-FpqlC1ohcHY5QoIYpRA6FSHl3N4&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
17,database_sppg.18,18,18,2.10.,SPPG Kec. Cicendo 10,Aji Rahmat Permadi,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 10, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SMK ANGKASA,"Jl. LMU Subagio No. 22, Husein Sastranegara, Kec. Cicendo",406,11.3,,6 Januari 2025,-6.904448663,107.5774084,,POINT (107.5774084 -6.904448663),,,SMK ANGKASA,,,,,,,,,,,-6.2557177,106.8917168,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWOYuLnY8XuDjZfC5zXXDe-pVhgF9nWMi_yOP1uREOzgfJFAUjP1cy1-_GNHZik5TUR2PtSmtchn0ET7HN236kjjAZCXddUBab2gmXq52gCBL55oNDBPKQVtbNuJlX7bPqNXP8MqJR7KcxvWfCQuPEjdqExVH1OzGAwYBuSXvti1I-RtEaribjoBaQy8bSCly5tJKf-6EhaQnlnsMTJ-G0a8fTwFHKjYoRpdYXj7HZ7DE0D-W4CVacOBpmndFH3CbcwpMl5Bdr40WvBsimvVBPFkUQaYcAWKWNxMWA6MiFHcSB7KpU&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
18,database_sppg.19,19,19,3.1.,SPPG Kec. Cicendo 02,Ershanda Emiria Ayu Latifah,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 9, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SMPN 1 BANDUNG,"Jl. Kesatriaan No.12, Arjuna, Kec. Cicendo",1002,11.3,,6 Januari 2025,-6.905568684,107.5774299,,POINT (107.5774299 -6.905568684),,,SMPN 1 BANDUNG,,,,,,,,,,,-6.9117354,107.5966024,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUUHKNKzOz57YOhuyvSIg-b20JxNwHhyLW5d9w-a5J7FNKw_OcbXAB2uoNxTO7huL7dbNoBi3sNnY6Q9Q1leDU92A5kSXLAEBtjmlRpJbYu4qXXWo2L7Krj3J1or6EtuY-FTtK1VPYRnk63xEm3kgLKSgqCeeaIJAZLW_XdlnQfV05SBQld-TYeK967Jc-YEh3A2XJcurxTuRSJ8sn7ZJo8FD4uANRNDXM6DKQfJQj_NHR4eUmpm0yes9cGRYrmwdB8HyKx44myBeM-9JMrAGouTJTaMcCmpDirMORo57-L1vp3wT8xCPIKM7CXQD5hk7cfSz7x_myPFd8DU60RJ9B7b1WxRKyl6RdqFWR9PSN2KeyTFVYnAhqbQKy47-AWMP2-ZAwG5SrRZVDUU-45Xh9KPwhZM8MGWmCyzHBngUXIUELqPhpJMVc22KwcnU143v7L_6J1LqvjvS8wxXRpsN23--P4ZdYmLjAJS2OLnxlkOlc15_11E35XYej8qAl296ro3YfeuZnKYIvuHfEBywgsrhMIVR87vxa83BUrLQfZNvQD3oQTJD6HOK0zbh5BNHoouBFN&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
19,database_sppg.20,20,20,3.2.,SPPG Kec. Cicendo 03,Ershanda Emiria Ayu Latifah,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 9, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",⁠SMPN 9 BANDUNG,"Jl. Semar No.5, Arjuna, Kec. Cicendo",1058,11.3,,6 Januari 2025,-6.905568684,107.5774299,,POINT (107.5774299 -6.905568684),,,⁠SMPN 9 BANDUNG,,,,,,,,,,,-6.9089943,107.5969819,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfX1GvMNhDplwRn3B1vzEVgXuMojqtgAENZoPPtnpgs38d594lYOrTRHhS6RKUiYKTZZbexh1Wj9I1uxXLfD_igw9JdfW2HzRGmCnCtH9enMJKBKBcMr5RCX2_0MorQPmc31ZHohRg9GibUM9J-2ReuLX0da3pM52NoXbPCr1kfrkIOGTVZyQKhPgV0zLRof-1wvqWfAnhRhpnAzcfvX89C05M6bMmNVo3tc8quODpD6kGa0hJ8ovGGnEL52HZm8m7t_29gN4v7AgAjtZT26ibkAUH4MoF4mzrW-KSs9kWVfBMZRHXb6WtlH8-H102Rg-53wj2DehJzxpqgzzxufhZVjyFtX10KL6vqQjEsBjqbMfRVXSThWHgHXcxODnlu1Evi7zA5RlyDMnoMjNyiRE1u4VsFx5eOfqwTMdz0GjpXjxZ63P3zZVR_KTcf44tRFIKct4RbE_Ukh76RvGG5hRJqaBIxe206vWMBIkomtebZZM6DU7DDKgfueq9jOErJHWdyb4q_mT9fAFYOmUNNg9wCDaogXJzQfWdpBJatn6PS9umnqG6snvDhD4szqEwGF-gleDuMSDzPMPQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
20,database_sppg.21,21,21,3.3.,SPPG Kec. Cicendo 04,Ershanda Emiria Ayu Latifah,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 9, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SMPN 68 BANDUNG,"Jl. Terusan Pasteur No.38, Kec. Cicendo",366,12,,6 Januari 2025,-6.905568684,107.5774299,,POINT (107.5774299 -6.905568684),,,SMPN 68 BANDUNG,,,,,,,,,,,-6.8917693,107.5787398,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWOdkhve7bq0nXgrHu9Bz_zesnhb0Rtgu2YIHEfrgryQudFtrxgeh1rUX_kr9HaPcfpY570cC1c3sbc2wir_d0Sab5iLV5odimIAlawgLwv_zwzaEXIF4AJLt-szfyFGC8f9zQj3lG-gcXDKWyFtRZFhi3ZBVbC1XjfPIcWKsHmBH0FI2f5OYd0HXiIvVrOpBqUhI6OCSImmZM3o2NkdP5HImgtY74QUG2PLIx2L_KMtPBjv-TnS_DAHWXOgHj6GtFh7zTLXkn7qmgWQIOo8SBZdiYzQbpRJClda_7UwbLuykM9fprb7WgagptO3VGmetnCx_Juy7Tt1BkIfJXu4xeAQGesIoNRlHLKQs9Ho68_tnNI54WclWhqAL5KS1963x_f0uXrc92va06DSNZe3E38v2Uk_VkS6wmVaJwUHe9P3wq81unKDW5AO26abbYEAGQJ2qz4QqtzjB7hMU7nq9vp5eWAApKufCGfutQ7xRi_r7o6jJre5_SqXrUld-fcGhHDt3n0-MISR8rq836RRSoS2cZX4eCpJ-Ra4iQp55JhIfQRptc7wPL8YE1ScdmPRDKS_bHY4EncYQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
21,database_sppg.22,22,22,3.4.,SPPG Kec. Cicendo 05,Ershanda Emiria Ayu Latifah,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 9, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",SDN 13 PASIRKALIKI,"Jl. HOS. Cokroaminoto No.110, Pasir Kaliki, Kec. Cicendo",343,9.3,,6 Januari 2025,-6.905568684,107.5774299,,POINT (107.5774299 -6.905568684),,,SDN 13 PASIRKALIKI,,,,,,,,,,,-6.9066189,107.6022965,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVnAJvxtAsSMkDcCw2EQ78AwIizfcuL-b7hqKN24svzJyEufGyRPj-mrx8A0P7Ziv7oFirGkwXZOEFOCAR48KpB_bkwy5HJJqpppVI_ZoYJDYNJQ2j4Fw25HtdsCivyMKWh9dAUrjRV44PcILGtR5T85xFkR2xzGkg8cBp7fFNSec1OdAMrfdxt5h2FAQJfQGUJfryYO1jx_Z6fOtBwPW5mURxRDmGxO71feFIM3auc4_257LjlqHiAGUd74LN2cR0E-w2G841zSUCRccf0-APfvoUrIQVnLGB2j5BIgL6kJI4Wz-EJ6-4iVQ6D6oAv7UhPwdkAPIUPAdt1TT3NdJcR8jjESjlbtlb7K8JsE_1zhb6IvH7sy3dnWIx5Q1iSGL88JR_qAwsgm9KF4sT7m4iMbmr-RkUdxxXLOQ1-zJgDrjfam0hXnjQs436rDIwChUZq6uM5ybfao_TZExB8H-POK8ndOxrZwllZ8ir1YfJQaSxlysUxt-60mXlVbdQ95wHkDrzHsu37ZQo_mg39lF-ms8MlhVm08p1oxZD60AvfR0VGRjtitImOHtKqIjnRgsn70xaD&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
22,database_sppg.23,23,23,3.5.,SPPG Kec. Cicendo 06,Ershanda Emiria Ayu Latifah,Cicendo,"Lanud Husein Sastranegara, gudang GPP 2, gudang 9, Kelurahan Husein Kecamatan Cicendo, Kota Bandung",⁠SDN 075 JATAYU,"Jl. Komud Supadio Bandung No.39 A, Husen Sastranegara, Kec. Cicendo",571,9.30 dan 12.30,,6 Januari 2025,-6.905568684,107.5774299,,POINT (107.5774299 -6.905568684),,,⁠SDN 075 JATAYU,,,,,,,,,,,-6.9097494,107.5835383,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWVcXvnpRtLwgNKIodmKjXh8tKIejgmQ9QN8JRXgn6aDHAm4TQJb6DmZl7rFD0Nq6a0MfyPCP8VKAxsfT36FcoFWiV1pcQLv86IHrLaEVHSgm05sLcE5wx9JKJQG4g709Q9bYgjSIBDHCsXxRvGqqL60i6N2a6_XvKChPhXucDkNOQnfQfWRquTS5AHRvGMNDvmUNmOVJuZTc2tE8Q0Q7nrXtmOkoN3SrsGJQwTwtlss3HRtYSwyTsMr4q_haCG5AS-nI2R4ggh2U4AIHtW7_aaTrvYkcPV-S4MyDMWlEnbGTOzz0s&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
23,database_sppg.24,24,24,4.1.,SPPG Kec. Coblong 01,Tri Nanda K,Coblong,"Jl. Sekeloa Utara No 29 RT 005 RW 006 Kelurahan Sekeloa, Kec. Coblong, Kota Bandung",SDN 127 SEKELOA,"Jl. Sekeloa Utara No. 30 A, Kec. Coblong",368,07.00 dan 12.00,Jam makan siang pukul 13.00 pada hari Jumat,13 Januari 2025,-6.887926263,107.6192273,,POINT (107.6192273 -6.887926263),18,20245765,SDN 127 SEKELOA,Jl. Sekeloa Utara No. 30 A,Sekeloa,NEGERI,26023,SD,Coblong,"Jl. Sekeloa Utara No. 30 A, Kel. Sekeloa, Kec. Coblong, Kota Bandung, Jawa Barat, Indonesia",id,"-6.887659299999999,107.6189461","Jl. Sekeloa Utara No.30a, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134, Indonesia",-6.8876593,107.6189461,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXvt00DcceG933zckjVe5Itrl-vn45CrMQpS8OBleKeJajzrzkTXm1ITd65r8qliKcmj7ZQ0MWppd1FZD1ugQHp_JV-SNSCe2ZSybFFBypOTW4ByZWETXet7nv3dlEMhxE3oHuGp4aEgWbMUA_KXTg3xGK0hSAXT_cIv41nSsp0w03ldT2JeixgzUnukywoQ4acEDe9h0F7I-MUedTDFBWWy7dF73aowlSL91aptCATAOaZEgV_N51ssDeOuz1y8_qnVdfEYol_Is0MQfRVKEf6UWQ-NL4tEtKueNjzssbSOW7Gk1ajNN2azodvJxuFdwBHl6PNOiciA_-SI94rlDCdaeD537RVNQwzJBaSkFgjyvGa1__lhWFiVbQCM9m5G4OgNtN2a6LYazj7SEMyDHJXNu6j_lb-pNbMM3KvHuaE5VjwqUlzSphWYS-Z5offIa4yd4749LSt4Xo9Xp6sm3xWULrIqJnXRXuohhRWNZ44OUtIXhzMS4R-JqUkdFkk88Uqo60hIV4steeDqU2dbaoR1xZVP70bzKNWElAzVU3cVqsukBJC5J7OVe0YEK717qHMhGpjjJ5NeQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
24,database_sppg.25,25,25,4.2.,SPPG Kec. Coblong 02,Tri Nanda K,Coblong,"Jl. Sekeloa Utara No 29 RT 005 RW 006 Kelurahan Sekeloa, Kec. Coblong, Kota Bandung",⁠SDN 054 TIKUKUR,"Jl. Titimplik No. 1, Kec. Coblong",682,09.00 dan 12.00,Jam makan siang pukul 13.00 pada hari Jumat,13 Januari 2025,-6.887926263,107.6192273,,POINT (107.6192273 -6.887926263),,,⁠SDN 054 TIKUKUR,,,,,,,,,,,-6.8971135,107.6218095,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWk6SUekdtSenu0r-k67p24m67BK5t8tj5PVtf7rTkH_bAK-OKot3qui4YhBqVYRPaD71voJDBPrWMunYDbxbERw91MEZFMy2XworxJRcEEe3HnZLV-c9KlQUpxbyI4AywxtspGsOMX7WHpVgzGI-mJRlhpkCLoj88B5Dp2cj1g3caxlob9eY6bcpmI8SR7dTgMrCflHO4JxdPwj83IFKrc9p0Gw-7r6v4ZSxphZHVe7QIihuROX5l8m6BFH38xcQvRbYXjcyWm1kr73HZsgfxADN5_oxmO9Q7WDkj_6Klh50aYSIxiaDZyQkyZopNVUCRo9VO6W9dHu4Wl8E6nYZwGnoXvhMLgIH0NLR1237IBKv3EI3K1Z_PNvh5YscS6WC6J3-MeD0wnQmmMlCam9l1xGxgslEvyw07hdG_K5WqkkHPck_e9VdXCsaTVBK-2I9Co3jglT3tSg0EaoSbxKBc0J-vofS0VFLf_Li6NM6ki-KBsOwDVP5rSlnkbwGlodSdP5stdq_NSqn8OqK9QGHLZKtArRZgxz8exw2vTJGQRLDB1kiVLlN3ucI9cJL_uj-sxUR309f6nLg&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
